eval/rm_pair_accuracy,train/cuda_memory_allocated_mb,eval/rm_rejected_score_mean,train/cuda_max_memory_reserved_mb,dataset/train_gen,dataset/train_prefs,train/optimizer_step,train/microbatch_count,setup/estimated_total_optimizer_steps,setup/total_params,setup/device_type,setup/model_param_devices,eval/rm_margin_mean,setup/trainable_params,train/optimizer_steps_completed,setup/cuda_current_device_index,setup/torch_cuda_is_available,train/gradient_global_norm_after_clipping,eval/step,setup/cuda_device_name,setup/cuda_device_count,setup/cuda_max_memory_allocated_mb,setup/cuda_memory_allocated_mb,setup/cuda_compute_capability_minor,dataset/eval_examples,eval/rm_chosen_score_mean,dataset/train_examples,eval/rm_margin_std,setup/cuda_memory_reserved_mb,train/reward_model/margin_mean,setup/cuda_max_memory_reserved_mb,train/reward_model/rejected_score_mean,train/reward_model/pair_accuracy,setup/cuda_total_memory_mb,train/cuda_memory_reserved_mb,setup/model_param_device_count,train/lr,train/optimizer_steps_per_second,train/reward_model/loss,setup/trainable_fraction,train/elapsed_seconds,_timestamp,setup/model_first_param_device,setup/cuda_bf16_supported,setup/cuda_compute_capability_major,dataset/test_prefs,eval/count_preference_pairs,train/reward_model/chosen_score_mean,setup/cuda_multiprocessor_count,_step,dataset/test_gen,train/cuda_max_memory_allocated_mb,_runtime
,3560.115234375,,7984.0,,,21.0,84.0,,,,,,,,,,7.243900299072266,,,,,,,,,,,,0.2578125,,-4.53125,0.625,,7984.0,,6.3e-06,,0.6875,,,1775632194.35998,,,,,,-4.28125,,21,,7331.33056640625,78.275241513
,3544.56884765625,,7984.0,,,22.0,88.0,,,,,,,,,,5.3896403312683105,,,,,,,,,,,,0.2109375,,-4.21875,0.625,,7984.0,,6.6e-06,,0.7109375,,,1775632197.552284,,,,,,-4.0,,22,,7331.33056640625,81.400908266
,3550.74755859375,,7984.0,,,23.0,92.0,,,,,,,,,,4.207720756530762,,,,,,,,,,,,0.94140625,,-4.71875,0.75,,7984.0,,6.900000000000001e-06,,0.392578125,,,1775632200.6776228,,,,,,-3.765625,,23,,7331.33056640625,84.643638343
,3609.56884765625,,7984.0,,,24.0,96.0,,,,,,,,,,6.735995292663574,,,,,,,,,,,,-0.66796875,,-3.53125,0.125,,7984.0,,7.2e-06,,1.109375,,,1775632203.9205678,,,,,,-4.21875,,24,,7331.33056640625,88.133310755
0.58203125,3564.58154296875,-4.4375,7984.0,,,25.0,100.0,,,,,0.1806640625,,,,,10.440104484558105,25.0,,,,,,,-4.25,,0.7109375,,0.11328125,,-4.25,0.375,,7984.0,,7.5e-06,,0.68359375,,,1775632215.6567943,,,,,256.0,-4.125,,25,,7331.33056640625,99.422272409
,3568.7919921875,,7984.0,,,26.0,104.0,,,,,,,,,,5.161632537841797,,,,,,,,,,,,0.439453125,,-4.65625,0.75,,7984.0,,7.8e-06,,0.5234375,,,1775632218.6992931,,,,,,-4.21875,,26,,7331.33056640625,102.409183612
,3557.78466796875,,7984.0,,,27.0,108.0,,,,,,,,,,3.8154056072235107,,,,,,,,,,,,0.390625,,-4.71875,0.625,,7984.0,,8.1e-06,,0.5546875,,,1775632221.6863167,,,,,,-4.34375,,27,,7331.33056640625,105.365724002
,3568.68310546875,,7984.0,,,28.0,112.0,,,,,,,,,,4.640657901763916,,,,,,,,,,,,0.25390625,,-4.53125,0.5,,7984.0,,8.400000000000001e-06,,0.65625,,,1775632224.642751,,,,,,-4.28125,,28,,7331.33056640625,108.181704724
,3549.96630859375,,7984.0,,,29.0,116.0,,,,,,,,,,5.091663360595703,,,,,,,,,,,,0.14453125,,-4.96875,0.75,,7984.0,,8.7e-06,,0.66796875,,,1775632227.4585316,,,,,,-4.8125,,29,,7331.33056640625,110.994892473
,3553.4541015625,,7984.0,,,30.0,120.0,,,,,,,,,,4.877567768096924,,,,,,,,,,,,0.4609375,,-4.59375,0.625,,7984.0,,9e-06,,0.61328125,,,1775632230.2718785,,,,,,-4.125,,30,,7331.33056640625,113.611297485
,3552.7802734375,,7984.0,,,31.0,124.0,,,,,,,,,,5.560208320617676,,,,,,,,,,,,-0.046875,,-4.40625,0.625,,7984.0,,9.3e-06,,0.7421875,,,1775632232.8880143,,,,,,-4.4375,,31,,7331.33056640625,117.396631488
,3570.69677734375,,7984.0,,,32.0,128.0,,,,,,,,,,4.268343925476074,,,,,,,,,,,,0.158203125,,-4.78125,0.375,,7984.0,,9.600000000000001e-06,,0.65625,,,1775632236.6736298,,,,,,-4.625,,32,,7331.33056640625,119.844389242
,3538.20458984375,,7986.0,,,33.0,132.0,,,,,,,,,,4.397839546203613,,,,,,,,,,,,0.71875,,-5.15625,0.625,,7986.0,,9.9e-06,,0.478515625,,,1775632239.121281,,,,,,-4.4375,,33,,7331.33056640625,123.284383752
,3553.70849609375,,7986.0,,,34.0,136.0,,,,,,,,,,5.440555095672607,,,,,,,,,,,,0.001953125,,-4.96875,0.375,,7986.0,,1.02e-05,,0.75,,,1775632242.5612464,,,,,,-4.96875,,34,,7331.33056640625,126.834110228
,3563.59521484375,,7986.0,,,35.0,140.0,,,,,,,,,,3.702082633972168,,,,,,,,,,,,0.302734375,,-5.0,0.875,,7986.0,,1.05e-05,,0.5703125,,,1775632246.110969,,,,,,-4.71875,,35,,7331.33056640625,129.740070981
,3568.77685546875,,7986.0,,,36.0,144.0,,,,,,,,,,4.3029584884643555,,,,,,,,,,,,0.353515625,,-5.03125,0.875,,7986.0,,1.08e-05,,0.54296875,,,1775632249.0170057,,,,,,-4.6875,,36,,7331.33056640625,132.723793358
,3553.08203125,,7986.0,,,37.0,148.0,,,,,,,,,,4.915143013000488,,,,,,,,,,,,0.43359375,,-5.71875,0.5,,7986.0,,1.11e-05,,0.62890625,,,1775632252.0007296,,,,,,-5.28125,,37,,7331.33056640625,136.309640229
,3550.4365234375,,7986.0,,,38.0,152.0,,,,,,,,,,4.759593486785889,,,,,,,,,,,,-0.013671875,,-5.0625,0.5,,7986.0,,1.1400000000000001e-05,,0.8125,,,1775632255.5864902,,,,,,-5.09375,,38,,7331.33056640625,139.580415615
,3589.01416015625,,7986.0,,,39.0,156.0,,,,,,,,,,5.590572834014893,,,,,,,,,,,,0.9140625,,-5.5625,0.75,,7986.0,,1.1700000000000001e-05,,0.435546875,,,1775632258.8572266,,,,,,-4.625,,39,,7331.33056640625,142.549641269
,3548.6171875,,7986.0,,,40.0,160.0,,,,,,,,,,4.5338640213012695,,,,,,,,,,,,0.8984375,,-5.875,0.75,,7986.0,,1.2e-05,,0.5,,,1775632261.8266132,,,,,,-4.96875,,40,,7331.33056640625,146.149641201
,3548.72119140625,,7986.0,,,41.0,164.0,,,,,,,,,,4.395064830780029,,,,,,,,,,,,0.81640625,,-5.59375,0.75,,7986.0,,1.2299999999999999e-05,,0.458984375,,,1775632265.4266553,,,,,,-4.75,,41,,7331.33056640625,149.59221563
,3596.02880859375,,7986.0,,,42.0,168.0,,,,,,,,,,5.0205078125,,,,,,,,,,,,0.18359375,,-5.25,0.625,,7986.0,,1.26e-05,,0.7109375,,,1775632268.869149,,,,,,-5.0625,,42,,7331.33056640625,153.160961853
,3557.8310546875,,7986.0,,,43.0,172.0,,,,,,,,,,6.3235955238342285,,,,,,,,,,,,0.76171875,,-5.875,0.75,,7986.0,,1.29e-05,,0.46484375,,,1775632272.4379184,,,,,,-5.09375,,43,,7331.33056640625,156.234918134
,3575.44921875,,7986.0,,,44.0,176.0,,,,,,,,,,5.017890453338623,,,,,,,,,,,,0.37109375,,-5.71875,0.375,,7986.0,,1.32e-05,,0.66015625,,,1775632275.5115826,,,,,,-5.34375,,44,,7331.33056640625,160.416189892
,3609.85888671875,,7986.0,,,45.0,180.0,,,,,,,,,,3.7765238285064697,,,,,,,,,,,,0.75,,-5.5625,1.0,,7986.0,,1.3500000000000001e-05,,0.419921875,,,1775632279.6932242,,,,,,-4.8125,,45,,7331.33056640625,163.145138456
,3538.21337890625,,7986.0,,,46.0,184.0,,,,,,,,,,3.636606454849243,,,,,,,,,,,,0.625,,-5.875,0.625,,7986.0,,1.3800000000000002e-05,,0.51953125,,,1775632282.421904,,,,,,-5.25,,46,,7331.33056640625,165.924434957
,3539.38232421875,,7986.0,,,47.0,188.0,,,,,,,,,,4.260696887969971,,,,,,,,,,,,0.36328125,,-5.375,0.625,,7986.0,,1.4099999999999999e-05,,0.64453125,,,1775632285.2013872,,,,,,-5.0,,47,,7331.33056640625,169.582840124
,3626.99951171875,,8634.0,,,48.0,192.0,,,,,,,,,,4.064449310302734,,,,,,,,,,,,0.68359375,,-5.875,0.75,,8634.0,,1.44e-05,,0.490234375,,,1775632288.8598204,,,,,,-5.21875,,48,,7572.5634765625,172.795233637
,3550.46728515625,,8634.0,,,49.0,196.0,,,,,,,,,,6.271668910980225,,,,,,,,,,,,0.84765625,,-6.3125,0.75,,8634.0,,1.47e-05,,0.50390625,,,1775632292.072153,,,,,,-5.4375,,49,,7572.5634765625,175.621664701
0.62109375,3543.61376953125,-5.65625,8634.0,,,50.0,200.0,,,,,0.46875,,,,,3.5071239471435547,50.0,,,,,,,-5.1875,,1.1015625,,0.1171875,,-4.90625,0.5,,8634.0,,1.5e-05,,0.65234375,,,1775632303.249967,,,,,256.0,-4.78125,,50,,7572.5634765625,187.78469947
,3576.0986328125,,8634.0,,,51.0,204.0,,,,,,,,,,6.483675956726074,,,,,,,,,,,,0.4609375,,-5.6875,0.625,,8634.0,,1.53e-05,,0.578125,,,1775632307.0617387,,,,,,-5.25,,51,,7572.5634765625,190.633020423
,3549.9189453125,,8634.0,,,52.0,208.0,,,,,,,,,,5.492365837097168,,,,,,,,,,,,-0.265625,,-5.0625,0.375,,8634.0,,1.56e-05,,0.85546875,,,1775632309.9097476,,,,,,-5.3125,,52,,7572.5634765625,193.169798426
,3549.609375,,8634.0,,,53.0,212.0,,,,,,,,,,3.249847650527954,,,,,,,,,,,,1.15625,,-6.25,1.0,,8634.0,,1.59e-05,,0.34375,,,1775632312.4467173,,,,,,-5.09375,,53,,7572.5634765625,196.164027848
,3552.0341796875,,8634.0,,,54.0,216.0,,,,,,,,,,3.9814064502716064,,,,,,,,,,,,1.09375,,-6.21875,1.0,,8634.0,,1.62e-05,,0.390625,,,1775632315.440961,,,,,,-5.125,,54,,7572.5634765625,199.497787081
,3595.24365234375,,8634.0,,,55.0,220.0,,,,,,,,,,7.321234703063965,,,,,,,,,,,,0.9375,,-6.3125,0.375,,8634.0,,1.65e-05,,0.6015625,,,1775632318.7748103,,,,,,-5.375,,55,,7572.5634765625,203.140020252
,3548.4296875,,9286.0,,,56.0,224.0,,,,,,,,,,4.946632385253906,,,,,,,,,,,,0.47265625,,-5.5,0.625,,9286.0,,1.6800000000000002e-05,,0.63671875,,,1775632322.4167593,,,,,,-5.03125,,56,,7597.865234375,206.949551543
,3551.8212890625,,9286.0,,,57.0,228.0,,,,,,,,,,5.413665294647217,,,,,,,,,,,,0.3984375,,-5.84375,0.375,,9286.0,,1.71e-05,,0.64453125,,,1775632326.2265723,,,,,,-5.46875,,57,,7597.865234375,209.637556003
,3543.04052734375,,9286.0,,,58.0,232.0,,,,,,,,,,4.2204694747924805,,,,,,,,,,,,0.69921875,,-6.5,0.75,,9286.0,,1.74e-05,,0.470703125,,,1775632328.9144983,,,,,,-5.78125,,58,,7597.865234375,212.623998413
,3534.4970703125,,9286.0,,,59.0,236.0,,,,,,,,,,4.933561325073242,,,,,,,,,,,,0.4375,,-6.125,0.625,,9286.0,,1.77e-05,,0.62109375,,,1775632331.9009109,,,,,,-5.6875,,59,,7597.865234375,216.217668069
,3584.61376953125,,9286.0,,,60.0,240.0,,,,,,,,,,5.941330432891846,,,,,,,,,,,,0.4765625,,-5.4375,0.625,,9286.0,,1.8e-05,,0.54296875,,,1775632335.4944885,,,,,,-4.96875,,60,,7597.865234375,219.634133125
,3576.03271484375,,9286.0,,,61.0,244.0,,,,,,,,,,4.181651592254639,,,,,,,,,,,,0.15625,,-5.15625,0.375,,9286.0,,1.83e-05,,0.68359375,,,1775632338.9110413,,,,,,-5.0,,61,,7597.865234375,222.318584048
,3549.1708984375,,9286.0,,,62.0,248.0,,,,,,,,,,3.595022439956665,,,,,,,,,,,,0.67578125,,-5.8125,0.625,,9286.0,,1.86e-05,,0.578125,,,1775632341.5950882,,,,,,-5.125,,62,,7597.865234375,225.729027842
,3555.67431640625,,9286.0,,,63.0,252.0,,,,,,,,,,5.0823588371276855,,,,,,,,,,,,0.67578125,,-5.8125,0.875,,9286.0,,1.8900000000000002e-05,,0.4609375,,,1775632345.0060287,,,,,,-5.125,,63,,7597.865234375,228.607366609
,3534.98193359375,,9286.0,,,64.0,256.0,,,,,,,,,,4.131654262542725,,,,,,,,,,,,0.73828125,,-5.8125,0.875,,9286.0,,1.9200000000000003e-05,,0.498046875,,,1775632347.8844104,,,,,,-5.09375,,64,,7597.865234375,231.596287919
,3551.5087890625,,9286.0,,,65.0,260.0,,,,,,,,,,4.5340895652771,,,,,,,,,,,,0.166015625,,-5.46875,0.375,,9286.0,,1.95e-05,,0.7421875,,,1775632350.8730175,,,,,,-5.3125,,65,,7597.865234375,234.279598297
,3552.7666015625,,9286.0,,,66.0,264.0,,,,,,,,,,4.320690155029297,,,,,,,,,,,,1.046875,,-5.96875,0.875,,9286.0,,1.98e-05,,0.359375,,,1775632353.5565765,,,,,,-4.9375,,66,,7597.865234375,238.015052952
,3567.96875,,9286.0,,,67.0,268.0,,,,,,,,,,3.8795571327209473,,,,,,,,,,,,0.796875,,-5.78125,0.875,,9286.0,,2.01e-05,,0.462890625,,,1775632357.2920253,,,,,,-5.0,,67,,7597.865234375,240.691918307
,3540.90966796875,,9286.0,,,68.0,272.0,,,,,,,,,,4.625996112823486,,,,,,,,,,,,0.953125,,-5.9375,0.5,,9286.0,,2.04e-05,,0.54296875,,,1775632359.968852,,,,,,-5.0,,68,,7597.865234375,244.628987139
,3590.3447265625,,9286.0,,,69.0,276.0,,,,,,,,,,4.532063007354736,,,,,,,,,,,,0.98046875,,-5.90625,0.875,,9286.0,,2.07e-05,,0.54296875,,,1775632363.9055283,,,,,,-4.9375,,69,,7597.865234375,248.332126081
,3567.0859375,,9946.0,,,70.0,280.0,,,,,,,,,,3.8294966220855713,,,,,,,,,,,,0.89453125,,-5.90625,0.875,,9946.0,,2.1e-05,,0.435546875,,,1775632367.609028,,,,,,-5.0,,70,,7652.24755859375,251.854565498
,3575.09765625,,9946.0,,,71.0,284.0,,,,,,,,,,3.5782740116119385,,,,,,,,,,,,1.8828125,,-6.75,1.0,,9946.0,,2.13e-05,,0.25390625,,,1775632371.13144,,,,,,-4.875,,71,,7652.24755859375,255.020261923
,3590.11181640625,,9946.0,,,72.0,288.0,,,,,,,,,,4.615708827972412,,,,,,,,,,,,0.1171875,,-5.1875,0.5,,9946.0,,2.16e-05,,0.671875,,,1775632374.2971003,,,,,,-5.0625,,72,,7652.24755859375,258.504362081
,3566.7958984375,,9946.0,,,73.0,292.0,,,,,,,,,,4.372663974761963,,,,,,,,,,,,1.03125,,-6.0,0.875,,9946.0,,2.19e-05,,0.4296875,,,1775632377.7813525,,,,,,-4.96875,,73,,7652.24755859375,262.166441466
,3556.22314453125,,9946.0,,,74.0,296.0,,,,,,,,,,4.478588581085205,,,,,,,,,,,,1.84375,,-6.4375,0.75,,9946.0,,2.22e-05,,0.275390625,,,1775632381.4430952,,,,,,-4.59375,,74,,7652.24755859375,265.552906001
0.64453125,3557.92822265625,-5.21875,9946.0,,,75.0,300.0,,,,,0.58203125,,,,,4.125565052032471,75.0,,,,,,,-4.65625,,1.1953125,,0.9921875,,-5.75,0.75,,9946.0,,2.25e-05,,0.4375,,,1775632393.2443192,,,,,256.0,-4.75,,75,,7652.24755859375,277.214785914
,3543.7744140625,,9946.0,,,76.0,304.0,,,,,,,,,,4.156565189361572,,,,,,,,,,,,1.7421875,,-6.1875,0.875,,9946.0,,2.2800000000000002e-05,,0.31640625,,,1775632396.491328,,,,,,-4.4375,,76,,7652.24755859375,280.357448213
,3585.9345703125,,9948.0,,,77.0,308.0,,,,,,,,,,4.548928260803223,,,,,,,,,,,,0.5546875,,-5.09375,0.75,,9948.0,,2.3100000000000002e-05,,0.51171875,,,1775632399.634387,,,,,,-4.53125,,77,,7652.24755859375,283.636821348
,3553.5458984375,,9948.0,,,78.0,312.0,,,,,,,,,,6.107746124267578,,,,,,,,,,,,0.26171875,,-4.5,0.625,,9948.0,,2.3400000000000003e-05,,0.59765625,,,1775632402.9138784,,,,,,-4.21875,,78,,7652.24755859375,287.011397681
,3548.43896484375,,9948.0,,,79.0,316.0,,,,,,,,,,4.183059215545654,,,,,,,,,,,,0.890625,,-5.28125,0.875,,9948.0,,2.37e-05,,0.50390625,,,1775632406.2884326,,,,,,-4.40625,,79,,7652.24755859375,289.78920182
,3556.52392578125,,9948.0,,,80.0,320.0,,,,,,,,,,4.431227207183838,,,,,,,,,,,,0.62890625,,-5.59375,0.75,,9948.0,,2.4e-05,,0.51953125,,,1775632409.0658486,,,,,,-4.96875,,80,,7652.24755859375,292.472850832
,3550.19677734375,,9948.0,,,81.0,324.0,,,,,,,,,,4.167759895324707,,,,,,,,,,,,2.375,,-6.25,0.75,,9948.0,,2.43e-05,,0.345703125,,,1775632411.7496476,,,,,,-3.875,,81,,7652.24755859375,295.138547103
,3543.28857421875,,9948.0,,,82.0,328.0,,,,,,,,,,3.729114294052124,,,,,,,,,,,,0.64453125,,-5.21875,0.5,,9948.0,,2.4599999999999998e-05,,0.63671875,,,1775632414.415581,,,,,,-4.59375,,82,,7652.24755859375,298.797708085
,3550.07958984375,,9948.0,,,83.0,332.0,,,,,,,,,,4.917220592498779,,,,,,,,,,,,1.109375,,-5.3125,0.875,,9948.0,,2.49e-05,,0.466796875,,,1775632418.074608,,,,,,-4.21875,,83,,7652.24755859375,301.916026192
,3551.39990234375,,9948.0,,,84.0,336.0,,,,,,,,,,5.1282196044921875,,,,,,,,,,,,1.921875,,-6.53125,0.875,,9948.0,,2.52e-05,,0.345703125,,,1775632421.1930125,,,,,,-4.59375,,84,,7652.24755859375,304.746759785
,3559.125,,9948.0,,,85.0,340.0,,,,,,,,,,4.720118999481201,,,,,,,,,,,,0.44921875,,-5.0,0.625,,9948.0,,2.55e-05,,0.55859375,,,1775632424.0234935,,,,,,-4.5625,,85,,7652.24755859375,307.620938572
,3553.994140625,,9948.0,,,86.0,344.0,,,,,,,,,,4.3541154861450195,,,,,,,,,,,,1.1171875,,-5.125,0.75,,9948.0,,2.58e-05,,0.4765625,,,1775632426.897832,,,,,,-4.0,,86,,7652.24755859375,310.602352311
,3554.99658203125,,9948.0,,,87.0,348.0,,,,,,,,,,4.900654315948486,,,,,,,,,,,,0.9375,,-5.0625,0.75,,9948.0,,2.61e-05,,0.48828125,,,1775632429.8794456,,,,,,-4.125,,87,,7652.24755859375,314.573463805
,3567.35498046875,,9948.0,,,88.0,352.0,,,,,,,,,,4.067673206329346,,,,,,,,,,,,2.109375,,-6.875,0.625,,9948.0,,2.64e-05,,0.41796875,,,1775632433.8501942,,,,,,-4.75,,88,,7652.24755859375,317.401660055
,3560.12451171875,,9948.0,,,89.0,356.0,,,,,,,,,,4.6877570152282715,,,,,,,,,,,,1.390625,,-4.96875,0.875,,9948.0,,2.6700000000000002e-05,,0.341796875,,,1775632436.6786077,,,,,,-3.578125,,89,,7652.24755859375,320.24692116
,3543.23681640625,,9948.0,,,90.0,360.0,,,,,,,,,,4.486582279205322,,,,,,,,,,,,0.314453125,,-4.6875,0.625,,9948.0,,2.7000000000000002e-05,,0.59375,,,1775632439.5237877,,,,,,-4.375,,90,,7652.24755859375,323.691707982
,3544.09228515625,,9948.0,,,91.0,364.0,,,,,,,,,,5.911560535430908,,,,,,,,,,,,0.9375,,-4.78125,0.625,,9948.0,,2.7300000000000003e-05,,0.5625,,,1775632442.9686353,,,,,,-3.859375,,91,,7652.24755859375,326.745321619
,3576.06005859375,,9948.0,,,92.0,368.0,,,,,,,,,,5.647246360778809,,,,,,,,,,,,1.265625,,-5.03125,0.5,,9948.0,,2.7600000000000003e-05,,0.59765625,,,1775632446.0223937,,,,,,-3.765625,,92,,7652.24755859375,330.095934154
,3551.57373046875,,9948.0,,,93.0,372.0,,,,,,,,,,6.655345439910889,,,,,,,,,,,,1.109375,,-4.28125,0.625,,9948.0,,2.79e-05,,0.65625,,,1775632449.3730042,,,,,,-3.171875,,93,,7652.24755859375,333.886398602
,3547.98486328125,,9948.0,,,94.0,376.0,,,,,,,,,,5.203330993652344,,,,,,,,,,,,1.6875,,-4.375,1.0,,9948.0,,2.8199999999999998e-05,,0.298828125,,,1775632453.1632814,,,,,,-2.6875,,94,,7652.24755859375,337.178143724
